Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
"MONCLOVA, COAH.",769490,MNCV 7694 AFO PASEO MONCLOVA,0,0,0,1,4,4
"JOCOTEPEC, JAL",64690,JCTP 646 AFO MIGUEL ARANA,0,1,0,1,4,4
"DURANGO, DGO.",23590,,1,1,1,1,4,4
"TECOMAN, COLIMA",760560,#N/A,4,4,1,2,8,4
"JOCOTEPEC, JAL",64690,,0,0,0,1,4,4
"TLAXCALA, TLAXC",655390,TLXL 1553 AFO BANDERA,1,0,0,1,4,4
"EL SALTO, JAL",766403,ELST 7664 CAJ EL SALTO (LOS SA,4,0,0,3,11,3.6666666666666665
TLAQUEPAQUE,132501,,0,0,0,2,7,3.5
"MONTERREY, N.L.",49603,,1,0,0,2,7,3.5
STA CATARINA NL,27403,STCA 274 CAJ COLOSIO,4,0,0,4,14,3.5
TLAQUEPAQUE,132501,TLQP DIGITAL CENTRO SUR,0,0,0,2,7,3.5
SAN NICOLAS N.L,37003,SNNG 370 CAJ LOS ANGELES,3,0,0,3,10,3.3333333333333335
CUAUHTEMOC D.F.,140403,#N/A,4,0,0,3,10,3.3333333333333335
STA CATARINA NL,27403,,5,0,0,4,13,3.25
"CHIHUAHUA, CHI",215415,CHUA TRASLADO,15,4,0.26666666666666666,13,41,3.1538461538461537
"CHIHUAHUA, CHI",215415,,14,2,0.14285714285714285,13,40,3.076923076923077
CULIACAN SIN.,967880,#N/A,1,0,0,1,3,3
"ZAMORA, MICH.",5390,,1,0,0,1,3,3
CUAUHTEMOC D.F.,140310,CTMC 1403 GTE PERALVILLO,2,0,0,1,3,3
"ZAPOPAN, JAL.",8390,,1,0,0,1,3,3
"ALTAMIRA, TAM",779090,ALTM 7790 AFO ARBOLEDAS,1,0,0,1,3,3
SAN LUIS POTOSI,117690,,0,1,0,1,3,3
CULIACAN SIN.,967880,,1,0,0,1,3,3
"ZAPOPAN, JAL.",133803,,3,1,0.3333333333333333,3,9,3
AZCAPOTZALCO DF,143190,,0,1,0,1,3,3
"DURANGO, DGO.",23590,DRGO 235 AFO PLAZA MADERO,1,0,0,1,3,3
ECATEPEC DE MOR,780690,ECTP 7806 AFO PLAZA LAS AMERIC,1,0,0,1,3,3
"APODACA, N.L.",24810,,1,0,0,1,3,3
A. OBREGON D.F.,16790,,0,0,0,1,3,3
SAN NICOLAS N.L,37090,SNNG 370 AFO LOS ANGELES,1,0,0,1,3,3
CUAUTITLAN IZCA,119890,,1,0,0,1,3,3
MIGUEL HGO D.F.,321274,,3,1,0.3333333333333333,1,3,3
"LOS MOCHIS, SIN",39390,LMCH 393 AFO CENTENARIO,1,1,1,1,3,3
SAN NICOLAS N.L,37090,,1,0,0,1,3,3
"S MATEO ATENCO,MEX",763590,,1,0,0,1,3,3
SAN JUAN SABINA,34390,NVAR 343 AFO LOPEZ MATEOS,1,0,0,1,3,3
GUADALAJARA JAL,97990,,1,0,0,1,3,3
S JOSE DEL CABO,761890,SNJC 7618 AFO VISTA HERMOSA,1,0,0,1,3,3
"APODACA, N.L.",24810,APDC 248 GTE PZA HUINALA,1,0,0,1,3,3
"PUEBLA, PUEBLA.",153307,,1,1,1,1,3,3
CUAUTLA MORELOS,93790,CTLA 937 AFO REFORMA,1,0,0,1,3,3
S JOSE DEL CABO,761890,,1,0,0,1,3,3
"NUEVO LAREDO, T",12490,NLRD 124 AFO REFORMA,1,0,0,1,3,3
"EMILIANO ZAPATA, VER",121090,,1,1,1,1,3,3
"CHIHUAHUA, CHI",6290,,1,0,0,1,3,3
NAUCALPAN EDO MEX,141410,NCPN 1414 GTE GRAN TERRAZA,1,0,0,1,3,3
AZCAPOTZALCO DF,245321,,1,0,0,1,3,3
A. OBREGON D.F.,56303,ALOB 563 CAJ SAN ANGEL,3,0,0,2,6,3
VERACRUZ VER,17790,,0,0,0,1,3,3
OXKUTZCAB,120990,,1,0,0,1,3,3
"MORELIA, MICH.",251042,,1,2,2,1,3,3
"TECAMACHALCO,PU",76310,,0,0,0,1,3,3
VILLA CORREGIDORA,41490,VCRG 414 AFO PLAZA CANDIL,0,1,0,1,3,3
CUAUTITLAN IZCA,119890,CTLZ 1198 AFO 3 DE MAYO,1,0,0,1,3,3
SAN JUAN SABINA,34390,,1,0,0,1,3,3
ECATEPEC DE MOR,780690,,1,0,0,1,3,3
"MONCLOVA, COAH.",16390,MNCV 163 AFO HUEMAC,1,0,0,1,3,3
"MEXICALI, BCN.",26690,MXLI 266 AFO PLAZA D SOL,1,0,0,1,3,3
"CHIHUAHUA, CHI",6290,CHUA 62 AFO TECNOLOGICO,1,0,0,1,3,3
"DELICIAS, CHIU.",4890,DLCS 48 AFO DELICIAS,2,1,0.5,2,6,3
VERACRUZ VER,17790,VRCZ 177 AFO LOS PINOS,0,1,0,1,3,3
"NUEVO LAREDO, T",123903,NLRD 1239 CAJ PASEO REFORMA,1,0,0,1,3,3
"MONTERREY, N.L.",300205,MTRY INVENTARIOS ZONA VI,0,0,0,1,3,3
OXKUTZCAB,120990,OKTB 1209 AFO ERMITA,1,1,1,1,3,3
GUADALAJARA JAL,97990,GDLJ 979 AFO PLAZA FORUM,1,0,0,1,3,3
"EL SALTO, JAL",766403,,4,0,0,3,9,3
VERACRUZ VER,650410,,1,0,0,1,3,3
AZCAPOTZALCO DF,245321,#N/A,0,0,0,1,3,3
"MERIDA, YUCATAN",19790,,1,0,0,1,3,3
"MEXICALI, BCN.",770103,,3,1,0.3333333333333333,3,9,3
"MERIDA, YUCATAN",19790,MRDA 197 AFO PLAZA ORIENTE,1,0,0,1,3,3
A. OBREGON D.F.,56303,,3,0,0,2,6,3
"ALTAMIRA, TAM",779090,,1,0,0,1,3,3
"NUEVO LAREDO, T",12490,,1,0,0,1,3,3
"MONTERREY, N.L.",11690,,2,1,0.5,2,6,3
"LINARES, N.L",161602,LNRS DISTRIBUCION FORANEO,6,0,0,6,17,2.8333333333333335
"GUADALUPE, N.L.",200535,GDLP TRASLADO,19,1,0.05263157894736842,18,49,2.7222222222222223
"LINARES, N.L",161602,,6,0,0,6,16,2.6666666666666665
"TECOMAN, COLIMA",760560,,7,0,0,3,8,2.6666666666666665
"MEXICALI, BCN.",770103,MXLI 7701 CAJ SENDERO MEXICALI,3,1,0.3333333333333333,3,8,2.6666666666666665
SAN NICOLAS N.L,37003,,3,0,0,3,8,2.6666666666666665
"LORETO, BAJA CALIF S",771002,LRTO 7710 ROP LORETO,11,2,0.18181818181818182,9,24,2.6666666666666665
"ZAPOPAN, JAL.",133803,ZPPN 1338 CAJ MESA COLORADA,4,0,0,3,8,2.6666666666666665
"PUEBLA, PUEBLA.",148503,,4,1,0.25,3,8,2.6666666666666665
"LORETO, BAJA CALIF S",771002,,11,1,0.09090909090909091,9,24,2.6666666666666665
"RAMOS ARIZPE, COAH",49401,,11,12,1.0909090909090908,9,23,2.5555555555555554
BENITO JUAREZ QROO,159605,CNCN DISTRIBUCION RAC,2,0,0,2,5,2.5
"MONTERREY, N.L.",101303,MTRY 1013 CAJ CENTRIKA,2,0,0,2,5,2.5
"CD MADERO, TAMA",127803,,0,0,0,2,5,2.5
AZCAPOTZALCO DF,215709,AZCP PICKING DOBLADO,0,0,0,2,5,2.5
ECATEPEC DE MOR,48090,ECTP 480 AFO PABELLON,1,1,1,2,5,2.5
"TULTITLAN,EDO M",87190,,2,0,0,2,5,2.5
"RAMOS ARIZPE, COAH",49402,,14,4,0.2857142857142857,12,30,2.5
AZCAPOTZALCO DF,215709,,0,0,0,2,5,2.5
BENITO JUAREZ QROO,159605,,2,0,0,2,5,2.5
GUSTAVO A MADERO DF,138403,,3,2,0.6666666666666666,2,5,2.5
"MONTERREY, N.L.",101303,,2,0,0,2,5,2.5
"CHIHUAHUA, CHI",771903,CHUA 7719 CAJ LA VILLITA,2,0,0,2,5,2.5
"CHIHUAHUA, CHI",771903,,3,0,0,2,5,2.5
CUAUHTEMOC D.F.,98303,,4,0,0,4,10,2.5
"NUEVO LAREDO, T",12390,,1,1,1,2,5,2.5
GENERAL ESCOBED,11890,,3,0,0,2,5,2.5
"CD MADERO, TAMA",127803,CDMD 1278 CAJ MULTIPLAZA MADER,0,0,0,2,5,2.5
GENERAL ESCOBED,11890,GESC 118 AFO SOLIDARIDAD,3,0,0,2,5,2.5
CUAUHTEMOC D.F.,98390,CTMC 983 AFO BUENAVISTA,2,0,0,2,5,2.5
"TULTITLAN,EDO M",87190,TTLN 871 AFO PLAZA JARDINES,0,2,0,2,5,2.5
"MONTERREY, N.L.",11690,MTRY 116 AFO FUNDADORES,3,0,0,2,5,2.5
CUAUHTEMOC D.F.,98303,CTMC 983 CAJ BUENAVISTA,4,1,0.25,4,10,2.5
CUAUHTEMOC D.F.,140403,,4,0,0,4,10,2.5
"LA PAZ, BCS",750960,LPAZ SALE VALE,8,0,0,6,15,2.5
ECATEPEC DE MOR,48090,,2,0,0,2,5,2.5
"PUEBLA, PUEBLA.",148503,PBLA 1485 CAJ 4 PONIENTE,4,1,0.25,3,7,2.3333333333333335
SAN NICOLAS N.L,782803,,2,1,0.5,3,7,2.3333333333333335
"REYNOSA, TAM.",760303,,3,2,0.6666666666666666,3,7,2.3333333333333335
COMITAN D D CHI,88203,,3,1,0.3333333333333333,3,7,2.3333333333333335
"XALAPA,VERACRUZ",757860,#N/A,8,0,0,6,14,2.3333333333333335
EL MARQUES,676203,#N/A,3,2,0.6666666666666666,3,7,2.3333333333333335
TLAJOMULCO DE Z,84703,TLJM 847 CAJ MARQUEZ,3,0,0,3,7,2.3333333333333335
ECATEPEC DE MOR,47602,,17,2,0.11764705882352941,15,35,2.3333333333333335
"RAMOS ARIZPE, COAH",49402,RMSA 494 ROP PLAZA BELLA,12,3,0.25,12,28,2.3333333333333335
EL MARQUES,676203,,4,0,0,3,7,2.3333333333333335
APETATITLAN DE ANTON,92203,,3,1,0.3333333333333333,3,7,2.3333333333333335
"CD JUAREZ, CHIU",655603,CDJZ 6556 CAJ CARLOS AMAYA,3,0,0,3,7,2.3333333333333335
STA ANA CHIAUTE,67703,STCH 677 CAJ PICAZO,4,1,0.25,3,7,2.3333333333333335
A. OBREGON D.F.,768903,ALOB 7689 CAJ PLAZA TENARIA,2,2,1,3,7,2.3333333333333335
"TIJUANA, BCN",70803,TJNA 708 CAJ VILLAFONTANA,3,0,0,3,7,2.3333333333333335
"TIJUANA, BCN",70803,,2,1,0.5,3,7,2.3333333333333335
"MEXICALI, BCN.",56880,MXLI 568 BAN REXY,7,2,0.2857142857142857,7,16,2.2857142857142856
GUSTAVO A MADERO DF,775480,GAMD 7754 BAN PUERTA ARAGON,8,0,0,7,16,2.2857142857142856
"GUADALUPE, N.L.",200535,,19,2,0.10526315789473684,18,41,2.2777777777777777
ECATEPEC DE MOR,22801,ECTP 228 MUE TULPETLAC,12,1,0.08333333333333333,11,25,2.272727272727273
ECATEPEC DE MOR,47602,ECTP 476 ROP SENDERO,18,9,0.5,15,34,2.2666666666666666
MIGUEL HGO D.F.,303961,,0,0,0,4,9,2.25
"GUADALUPE, N.L.",200525,GDLP DESCARGA,31,10,0.3225806451612903,31,69,2.225806451612903
"GUADALUPE, N.L.",200525,,34,4,0.11764705882352941,32,71,2.21875
"NOGALES, SONORA",28103,,3,4,1.3333333333333333,5,11,2.2
LERMA DE VILLADA EDM,33903,LERM 339 CAJ SENDERO,5,1,0.2,5,11,2.2
"TULANCINGO, HGO",29301,,20,5,0.25,21,46,2.1904761904761907
"MERIDA, YUCATAN",789802,,17,0,0,16,35,2.1875
"MERIDA, YUCATAN",789802,MRDA 7898 ROP LAS AMERICAS,16,5,0.3125,16,35,2.1875
ECATEPEC DE MOR,22801,,12,0,0,11,24,2.1818181818181817
"XALAPA,VERACRUZ",757860,,8,0,0,6,13,2.1666666666666665
TLALNEPANTLA DE,231338,TLNP CAT COB CPL VP6,13,4,0.3076923076923077,12,26,2.1666666666666665
GUSTAVO A MADERO DF,775480,,8,0,0,7,15,2.142857142857143
"GARCIA, NUEVO LEON",104003,,6,1,0.16666666666666666,7,15,2.142857142857143
"JUAREZ, NUEVO LEON",33101,,14,3,0.21428571428571427,15,32,2.1333333333333333
CUAUHTEMOC D.F.,84080,CTMC 840 BAN LAGUNILLA,7,3,0.42857142857142855,8,17,2.125
"TECAMAC, EDO ME",201825,TCMC TRASLADO,34,5,0.14705882352941177,31,65,2.096774193548387
"TECAMAC, EDO ME",201825,,34,1,0.029411764705882353,31,65,2.096774193548387
"PAPALOTLA, TLX",777501,PATL 7775 MUE PUENTE,13,1,0.07692307692307693,12,25,2.0833333333333335
TLALNEPANTLA DE,231338,,17,2,0.11764705882352941,13,27,2.076923076923077
"APODACA, N.L.",46801,,14,4,0.2857142857142857,16,33,2.0625
"APODACA, N.L.",120602,,17,5,0.29411764705882354,17,35,2.0588235294117645
"CHIHUAHUA, CHI",215416,CHUA DESCARGA,19,3,0.15789473684210525,18,37,2.0555555555555554
A. OBREGON D.F.,141190,,1,0,0,1,2,2
TEXCOCO EDO MEX,101790,,1,1,1,1,2,2
CUAUTITLAN IZCA,546103,,1,0,0,1,2,2
TLALNEPANTLA DE,143690,TLNP 1436 AFO GUSTAVO BAZ,0,0,0,1,2,2
"REYNOSA, TAM.",300937,RYNS PREVENCION,0,1,0,1,2,2
GUADALAJARA JAL,14410,GDLJ 144 GTE ARBOLEDAS,1,0,0,1,2,2
"JUAREZ, NUEVO LEON",33101,JREZ 331 MUE SENDERO,14,5,0.35714285714285715,15,30,2
"CELAYA, GTO.",40690,,1,0,0,1,2,2
"HERMOSILLO, SON",1690,HLLO 16 AFO ELIAS CALLES,1,0,0,1,2,2
MIGUEL HGO D.F.,225274,,1,0,0,1,2,2
"LERDO DE TEJADA, VER",112103,,2,1,0.5,3,6,2
A. OBREGON D.F.,141190,ALOB 1411 AFO SAN ANGEL,1,0,0,1,2,2
TAPALPA,112703,,3,0,0,3,6,2
"MEXICALI, BCN.",26690,,1,0,0,1,2,2
CUAUTITLAN IZCA,546103,CTLZ ZONA COBRANZA,0,0,0,1,2,2
CULIACAN SIN.,403,CLCN 4 CAJ OBREGON,0,0,0,2,4,2
GENERAL ESCOBED,659303,,2,1,0.5,2,4,2
CUAUTITLAN IZCA,18790,CTLZ 187 AFO SAN MIGUEL,1,0,0,1,2,2
CULIACAN SIN.,231051,CLCN PLAZA COMERCIAL CONSTRUC,1,0,0,1,2,2
CABO SAN LUCAS,245462,CSLC EXHIBICION TDAS REGIONAL,0,0,0,1,2,2
"DE LAS CHOAPAS, VER",90890,LCHP 908 AFO 20 DE NOVIEMBRE,2,1,0.5,2,4,2
"MERIDA, YUCATAN",19690,MRDA 196 AFO PLAZA DORADA,1,0,0,1,2,2
MIGUEL HGO D.F.,321274,MHGO INTEGRACION Y DESPLIEGUE,1,0,0,1,2,2
"TUXTEPEC, OAX",241810,TXTP GESTORIA,1,0,0,1,2,2
VILLA CORREGIDORA,41490,,1,0,0,1,2,2
"MAZATLAN, SIN.",401380,,3,1,0.3333333333333333,3,6,2
CULIACAN SIN.,936980,#N/A,1,1,1,1,2,2
CULIACAN SIN.,913980,CLCN DIR DESAR DE NEGOCIOS II,0,0,0,1,2,2
GUADALAJARA JAL,356919,GDLJ INVENTAROS ZONA IV,1,1,1,2,4,2
CD CUAUHTEMOC,401780,,0,0,0,1,2,2
"CD JUAREZ, CHIU",655603,,3,0,0,3,6,2
"MERIDA, YUCATAN",774910,MRDA 7749 GTE SAMBULA,1,0,0,1,2,2
CULIACAN SIN.,974580,CLCN SOPORTE TECNICO,3,0,0,3,6,2
"GUADALUPE, N.L.",30503,GDLP 305 CAJ LINDAVISTA,2,0,0,2,4,2
ATIZAPAN DE ZAR,147203,,0,0,0,1,2,2
"FRONTERA, TAB",35990,,2,1,0.5,2,4,2
"QUERETARO, QRO.",23390,QRTO 233 AFO CIMATORIO,0,0,0,1,2,2
CUAJIMALPA D.F.,22490,,1,0,0,1,2,2
"ZAPOPAN, JAL.",782203,,3,0,0,2,4,2
"VALLARTA, JAL.",484180,,0,0,0,1,2,2
MIGUEL HGO D.F.,19310,,1,0,0,2,4,2
"PUENTE DE IXTLA, MOR",110190,,1,0,0,1,2,2
TUXTLA GUTIERRE,41690,TXGT 416 AFO PLAZA DEL SOL,1,0,0,1,2,2
"LORETO, BAJA CALIF S",70103,,3,0,0,2,4,2
ECATEPEC DE MOR,40503,ECTP 405 SAN CRISTOBAL,5,2,0.4,5,10,2
TEZIUTLAN,767610,TZTL 7676 GTE PLAZA EDEN,0,0,0,1,2,2
GUADALAJARA JAL,41990,GDLJ 419 AFO EL TINTERO,1,0,0,1,2,2
"QUERETARO, QRO.",134390,,1,0,0,1,2,2
"GARCIA, NUEVO LEON",130990,,0,0,0,1,2,2
CULIACAN SIN.,974580,,3,0,0,3,6,2
"IRAPUATO, GTO.",26390,IRPT 263 AFO JACARANDAS,1,0,0,1,2,2
"ZAPOPAN, JAL.",20990,ZPPN 209 AFO EL BATAN,1,0,0,1,2,2
"TIJUANA, BCN",36590,,1,0,0,1,2,2
COATZACOALCOS,122410,,1,0,0,1,2,2
"DURANGO, DGO.",659403,DRGO 1594 CAJ 20 DE NOVIEMBRE,0,0,0,2,4,2
"CD GUZMAN, JAL",772890,,1,0,0,1,2,2
"REYNOSA, TAM.",66403,RYNS 664 CAJ HIDALGO,2,0,0,2,4,2
"EMILIANO ZAPATA, TAB",89290,,0,0,0,1,2,2
LERMA DE VILLADA EDM,33903,,5,0,0,5,10,2
OAXACA OAXACA,20210,,1,1,1,1,2,2
"CUERNAVACA, MOR",652203,,4,0,0,3,6,2
"JIMENEZ, CHIH",112690,JMNZ 1126 AFO JUAREZ,0,1,0,1,2,2
"XALAPA,VERACRUZ",242609,,0,1,0,1,2,2
"PUEBLA, PUEBLA.",679803,,3,1,0.3333333333333333,1,2,2
"SALTILLO, COAH.",250661,SALT SOPORTE OP CLTE/SELL APP,0,0,0,1,2,2
"MERIDA, YUCATAN",43290,MRDA 432 AFO PLAZA SENDERO,1,0,0,1,2,2
"CUERNAVACA, MOR",652210,,1,0,0,1,2,2
GUADALAJARA JAL,14490,,1,0,0,1,2,2
"CHIHUAHUA, CHI",6203,,3,2,0.6666666666666666,4,8,2
TEOLOYUCAN EDME,81390,TELY 813 5 DE MAYO,1,0,0,1,2,2
TLALNEPANTLA DE,661410,TLNP 6614 GTE FASHION MALL TLA,1,0,0,1,2,2
"APODACA, N.L.",128180,APDC 1281 BAN CITADINA,0,0,0,1,2,2
SAN LUIS POTOSI,117690,SNLP 1176 AFO PLAZA MUÐOZ,1,0,0,1,2,2
"ZACATECAS, ZAC",24390,,1,0,0,1,2,2
COACALCO DE BAR,143010,,1,0,0,1,2,2
HUEJUTLA DE REYES,245264,,1,0,0,1,2,2
HUEJUTLA DE REYES,245264,HJTL MANTENIMIENTO REGIONAL,1,0,0,1,2,2
"QUERETARO, QRO.",23390,,0,0,0,1,2,2
IZTACALCO D.F,41090,,0,0,0,1,2,2
HUAMANTLA,89590,,1,0,0,1,2,2
"XALAPA,VERACRUZ",60503,,3,0,0,2,4,2
"TIJUANA, BCN",36990,,1,0,0,1,2,2
"TOLUCA, EDO MEX",44690,,1,0,0,1,2,2
"GUADALUPE, N.L.",30503,,2,0,0,2,4,2
"POZA RICA, VER.",118190,PZRC 1181 AFO 27 DE SEPTIEMBRE,1,0,0,1,2,2
"TECOMAN, COLIMA",778290,,1,0,0,1,2,2
PUERTO ESCONDIDO,335301,PTOE ZONA,1,0,0,1,2,2
"JEREZ, ZAC",136490,JEGS 1364 AFO SUAVE PATRIA,1,0,0,1,2,2
"NOGALES, SONORA",28190,,2,0,0,2,4,2
"TOLUCA, EDO MEX",45390,TOLC 453 AFO TOTOLTEPEC,0,0,0,1,2,2
"TOLUCA, EDO MEX",45390,,1,0,0,1,2,2
TEHUACAN PUEBLA,309201,TEHC ZONA,1,0,0,1,2,2
TEOLOYUCAN EDME,81390,,1,0,0,1,2,2
"TECAMAC, EDO ME",26190,TCMC 261 AFO LOS HEROES,1,0,0,1,2,2
"DE LAS CHOAPAS, VER",90890,,2,0,0,2,4,2
"MONTERREY, N.L.",65503,,0,0,0,1,2,2
"CUERNAVACA, MOR",652203,CNVC 1522 CAJ PZA FORUM CUERNA,4,2,0.5,3,6,2
"CATEMACO, VERACRUZ",104610,,1,0,0,1,2,2
"VALLARTA, JAL.",245522,,1,0,0,1,2,2
"PARRAL, CHIHUAH",14910,,1,0,0,1,2,2
TAPALPA,112703,TALP 1127 CAJ MORELOS,2,2,1,3,6,2
"CAMPECHE, CAMPE",760260,#N/A,5,1,0.2,1,2,2
CIENEGA DE FLORES,134090,,1,0,0,1,2,2
"TULTITLAN,EDO M",25190,TTLN 251 AFO CHILPAN,1,0,0,1,2,2
ECATEPEC DE MOR,40503,,5,1,0.2,5,10,2
"LEON, GTO.",24690,LEON 246 AFO PZA SATELITE,1,1,1,1,2,2
VILLAHERMOSA,652403,VLLH 6524 CAJ QUINTIN ARAUZ,4,0,0,4,8,2
"TIJUANA, BCN",36590,TJNA 365 AFO SOLER,1,0,0,1,2,2
"ZAPOPAN, JAL.",139090,,1,0,0,1,2,2
"PARRAL, CHIHUAH",156203,PRRL DISTRIBUCION FORANEO,1,1,1,2,4,2
"IRAPUATO, GTO.",797803,IRPT 7978 CAJ ARIA,3,1,0.3333333333333333,3,6,2
"TIJUANA, BCN",33890,TJNA 338 AFO LOMA BONITA,1,0,0,1,2,2
"PUEBLA, PUEBLA.",25210,,1,0,0,1,2,2
MIGUEL HGO D.F.,232028,MHGO QA SERVICIOS BCPL SF,0,0,0,1,2,2
"CHIHUAHUA, CHI",127490,CHUA 1274 AFO DOSTOYEVSKY,0,0,0,1,2,2
BOCA DEL RIO,794410,BRIO 7944 GTE PLAZA AMERICAS,1,0,0,1,2,2
"IRAPUATO, GTO.",797803,,3,1,0.3333333333333333,3,6,2
NUEVO CASAS GRANDES,776290,NCGS 7762 AFO PLAZA NOGALES,1,0,0,1,2,2
BOCA DEL RIO,794410,,1,0,0,1,2,2
"GOMEZ PAL, DGO.",9690,GPLC 96 AFO LAS ROSAS,1,0,0,1,2,2
"ARANDAS, JALISCO",78703,,3,0,0,3,6,2
"TECOMAN, COLIMA",778290,TCMN 7782 AFO INSURGENTES,1,0,0,1,2,2
TUXTLA GUTIERRE,41690,,1,0,0,1,2,2
"TIJUANA, BCN",36990,TJNA 369 PLAZA DEL SOL,1,0,0,1,2,2
NUEVO CASAS GRANDES,776290,,1,0,0,1,2,2
"VALLARTA, JAL.",245522,PVLL EXH TDAS REGIONAL II,1,0,0,1,2,2
A. OBREGON D.F.,768903,,3,0,0,3,6,2
"TECAMAC, EDO ME",136790,,1,0,0,1,2,2
APETATITLAN DE ANTON,92203,APAC 922 CAJ PATIO TLAXCALA,3,0,0,3,6,2
"TECAMAC, EDO ME",136790,TCMC 1367 AFO LAS HUERTAS,0,1,0,1,2,2
TEZIUTLAN,767610,,1,0,0,1,2,2
"TULA, HIDALGO",26790,,3,1,0.3333333333333333,3,6,2
"JEREZ, ZAC",136490,,1,0,0,1,2,2
"QUERETARO, QRO.",55103,,3,0,0,2,4,2
CULIACAN SIN.,250656,CLCN CENTRAL APP B,1,0,0,1,2,2
MIGUEL HGO D.F.,225268,#N/A,3,0,0,1,2,2
NAUCALPAN EDO MEX,141410,,1,0,0,1,2,2
"SAN BUENAVENTURA, CO",654490,SBRA 6544 AFO SAN BUENAVENTURA,0,1,0,1,2,2
"MEXICALI, BCN.",2903,MXLI 29 CAJ CACHANILLA II,3,0,0,3,6,2
CD CUAUHTEMOC,401780,#N/A,0,0,0,1,2,2
MIGUEL HGO D.F.,232028,,0,0,0,1,2,2
CIENEGA DE FLORES,134090,CNGA 1340 AFO INDEPENDENCIA,1,0,0,1,2,2
"MERIDA, YUCATAN",19690,,1,0,0,1,2,2
"TULTITLAN,EDO M",25190,,1,0,0,1,2,2
"ZAPOPAN, JAL.",20990,,1,0,0,1,2,2
"CAMARGO, CHI",245215,CMGO MANTENIMIENTO REGIONAL,1,0,0,1,2,2
"LEON, GTO.",27803,LEON 278 CAJ MARAVILLAS,3,0,0,3,6,2
LAZARO CARDENAS,245704,LCRS MANTENIMIENTO REGIONAL,1,0,0,1,2,2
"CHIHUAHUA, CHI",127490,,0,0,0,1,2,2
MIGUEL HGO D.F.,913580,,0,0,0,2,4,2
VERACRUZ VER,17710,,0,1,0,1,2,2
"APODACA, N.L.",8990,,1,0,0,1,2,2
"EL SALTO, DGO",776890,ELSO 7768 AFO PLAZA EL SALTO,1,0,0,1,2,2
"LEON, GTO.",27803,,3,0,0,3,6,2
HUIMANGUILLO TA,250195,HMGO RECURSOS HUMANOS,1,0,0,1,2,2
"TONALA,JALISCO",109510,,1,0,0,1,2,2
SAN FELIPE,339501,,1,0,0,1,2,2
GUADALAJARA JAL,95410,,1,0,0,1,2,2
COATZACOALCOS,122410,CTZC 1224 GTE SENDERO,0,1,0,1,2,2
CUAJIMALPA D.F.,22490,CJMP 224 AFO JUAREZ,1,0,0,1,2,2
JIUTEPEC MORELO,31190,,2,2,1,3,6,2
"ZAPOPAN, JAL.",250519,,0,0,0,1,2,2
"JIMENEZ, CHIH",112690,,1,0,0,1,2,2
"NUEVO LAREDO, T",123903,,1,0,0,1,2,2
"TOLUCA, EDO MEX",326901,,1,1,1,1,2,2
"TIJUANA, BCN",153511,TJNA COORDINACION TRANSPORTE,1,0,0,1,2,2
"EL ROSARIO, SIN",760760,,3,0,0,1,2,2
"EL SALTO, DGO",776890,,1,0,0,1,2,2
"PUERTO PROGRESO, YUC",106490,,1,0,0,1,2,2
"MATAMOROS, TAM.",38190,MTMS 381 AFO DEL NIÐO,1,0,0,1,2,2
"DURANGO, DGO.",659403,,0,0,0,2,4,2
"CD JUAREZ, CHIU",62503,,1,1,1,2,4,2
"TONALA,JALISCO",109510,TNLA 1095 GTE SAN GASPAR,1,0,0,1,2,2
"GUADALUPE, N.L.",200538,,3,1,0.3333333333333333,2,4,2
SAN FELIPE,339501,SNFP ZONA,1,0,0,1,2,2
"MANZANILLO, COL",70210,,0,0,0,1,2,2
VERACRUZ VER,251031,#N/A,2,0,0,1,2,2
"TIJUANA, BCN",33890,,1,0,0,1,2,2
"PIEDRAS NEGRAS, COAH",51090,PNGS 510 AFO PZA PIEDRAS NEGRA,1,1,1,1,2,2
"SALTILLO, COAH.",242621,,1,0,0,1,2,2
CABO SAN LUCAS,245462,,1,0,0,1,2,2
TLAPACOYAN,104890,,1,0,0,1,2,2
"COLIMA, COL.",38090,CLMA 380 AFO PLACETAS,1,0,0,1,2,2
TLALNEPANTLA DE,56503,,4,1,0.25,3,6,2
AZCAPOTZALCO DF,215708,AZCP PICKING COLGADO,1,0,0,1,2,2
"PIEDRAS NEGRAS, COAH",51090,,1,0,0,1,2,2
CULIACAN SIN.,250656,,1,0,0,1,2,2
"HERMOSILLO, SON",799402,,8,3,0.375,10,20,2
"SALTILLO, COAH.",242621,SALT SEG Y PREV DE PERDIDAS,1,0,0,1,2,2
GUADALAJARA JAL,95410,GDLJ 954 GTE JOSE MA IGLESIAS,1,0,0,1,2,2
LAZARO CARDENAS,32110,LCRS 321 GTE NOYOLA,0,1,0,1,2,2
CULIACAN SIN.,78390,CLCN 783 AFO LAS AMERICAS,1,0,0,1,2,2
GUADALAJARA JAL,84690,GDLJ 846 AFO 8 DE JULIO,1,0,0,1,2,2
"APODACA, N.L.",128180,,0,0,0,1,2,2
"PUEBLA, PUEBLA.",153307,PBLA MEDIA MILLA,1,0,0,1,2,2
TIERRA BLANCA,250368,TBCA RECURSOS HUMANOS,1,0,0,1,2,2
